id,name,cost_net,vat,cost_gross,category
638,Fotel,3747.07,23,4608.9,A
639,Lampa,1190.03,5,1249.53,H
640,Webcam,1257.05,12,1407.9,E
641,Karta pamięci,4522.98,23,5563.27,G
642,Amplituner,4307.54,23,5298.27,E
643,Lampa biurkowa,2622.21,23,3225.32,H
644,Dysk,913.11,12,1022.68,E
645,Projektor,593.65,12,664.89,G
646,Equalizer,4595.9,5,4825.69,D
647,Modem,4863.63,23,5982.26,H
648,Uchwyt,4839.43,12,5420.16,D
649,Equalizer,4133.09,8,4463.74,F
650,Drukarka,3488.29,5,3662.7,B
651,Laptop,60.44,12,67.69,E
652,Kontroler,325.27,12,364.3,F
653,Ładowarka,4127.81,12,4623.15,G
654,Lampa biurkowa,1766.56,23,2172.87,F
655,Amplituner,1889.0,8,2040.12,G
656,Karta graficzna,2131.28,12,2387.03,F
657,Kabel,4784.28,12,5358.39,D
658,Wzmacniacz sygnału,4628.22,8,4998.48,B
659,Skaner,1369.62,23,1684.63,C
660,Konsola,2185.2,12,2447.42,D
661,Klawiatura,2555.94,8,2760.42,B
662,Robot kuchenny,2747.37,5,2884.74,A
663,Mikrofon,4249.39,23,5226.75,G
664,Niszczarka,971.81,5,1020.4,C
665,Antena,3360.39,8,3629.22,G
666,Wzmacniacz sygnału,933.31,8,1007.97,G
667,Uchwyt,2694.02,23,3313.64,A
668,Pendrive,2533.23,8,2735.89,H
669,Tuner,3141.93,23,3864.57,G
670,Lokalizator,1460.2,23,1796.05,A
671,Telefon,1627.87,8,1758.1,F
672,Filtr,85.41,23,105.05,H
673,Uchwyt,3931.15,8,4245.64,G
674,Chłodzenie,2010.43,23,2472.83,G
675,Tablet,3293.86,12,3689.12,C
676,Ładowarka,3931.54,5,4128.12,E
677,Słuchawki,2044.25,23,2514.43,A
678,Nawigacja,4851.17,23,5966.94,A
679,Lodówka,879.85,8,950.24,H
680,Ładowarka,3806.06,8,4110.54,G
681,Wzmacniacz sygnału,1696.5,12,1900.08,D
682,Głośnik,502.96,23,618.64,G
683,Kamera,2149.24,12,2407.15,D
684,Powerbank,2522.12,8,2723.89,A
685,Zasilacz,3484.14,8,3762.87,E
686,Powerbank,1308.38,8,1413.05,F
687,Aparat,468.04,12,524.2,D
688,Karta pamięci,1843.16,8,1990.61,F
689,Ładowarka,2722.53,12,3049.23,C
690,Interfejs audio,993.75,12,1113.0,E
691,Projektor,3902.36,12,4370.64,E
692,Wzmacniacz,2932.84,23,3607.39,F
693,Adapter,4525.61,5,4751.89,A
694,Lokalizator,1397.3,5,1467.16,A
695,Aparat,4196.86,5,4406.7,D
696,Karta pamięci,3210.21,12,3595.44,F
697,Kamera,1522.6,5,1598.73,A
698,Słuchawki,4595.37,12,5146.81,A
699,Subwoofer,3657.65,8,3950.26,B
700,Lokalizator,2330.72,5,2447.26,G
701,Zasilacz,2636.22,23,3242.55,A
702,Smartwatch,1687.5,8,1822.5,C
703,Karta graficzna,1580.48,23,1943.99,G
704,Switch,2711.14,8,2928.03,D
705,Szkło hartowane,837.77,5,879.66,H
706,Monitor,3803.54,23,4678.35,H
707,Pendrive,1396.11,5,1465.92,E
708,Adapter,249.9,12,279.89,A
709,Klawiatura,3289.51,8,3552.67,G
710,Statyw,1563.38,23,1922.96,F
711,SSD,522.28,8,564.06,F
712,Projektor,2262.08,5,2375.18,A
713,Powerbank,1412.19,12,1581.65,E
714,Kabel,680.14,5,714.15,G
715,Smartband,838.22,5,880.13,F
716,Uchwyt,4446.88,5,4669.22,F
717,Ładowarka,1187.0,12,1329.44,D
718,Dysk external,2258.45,23,2777.89,E
719,Equalizer,2147.67,12,2405.39,G
720,Aparat,3444.92,23,4237.25,F
721,Pamięć RAM,894.25,5,938.96,A
722,Skaner,4921.65,5,5167.73,F
723,Projektor,2840.64,23,3493.99,A
724,Tuner,714.02,8,771.14,D
725,Zasilacz,2644.68,12,2962.04,C
726,Torba,1026.92,8,1109.07,B
727,Dysk external,4257.13,8,4597.7,F
728,Lodówka,64.44,12,72.17,E
729,Wzmacniacz sygnału,773.29,23,951.15,C
730,Dysk external,4726.52,23,5813.62,B
731,Dysk external,1119.99,8,1209.59,F
732,Ładowarka,4237.09,5,4448.94,A
733,Laptop,4545.84,5,4773.13,E
734,Webcam,439.7,5,461.69,E
735,Pamięć RAM,934.83,8,1009.62,E
736,Klimatyzator,3323.33,23,4087.7,G
737,Pendrive,3677.26,23,4523.03,B
738,Klawiatura,4209.45,8,4546.21,B
739,Lampa,4198.64,5,4408.57,F
740,Podstawka,2141.14,8,2312.43,G
741,Pendrive,3500.27,12,3920.3,B
742,Hub USB,2004.46,8,2164.82,F
743,Słuchawki,3153.44,23,3878.73,G
744,Słuchawki,1758.4,5,1846.32,B
745,Mysz,550.82,12,616.92,A
746,Klawiatura,1955.6,8,2112.05,H
747,Karta pamięci,602.92,12,675.27,G
748,Adapter,4375.37,5,4594.14,C
749,Powerbank,67.89,23,83.5,G
750,Słuchawki,3589.02,12,4019.7,D
751,Aparat,3269.78,12,3662.15,B
752,Pendrive,4712.92,5,4948.57,A
753,Chłodzenie,4807.37,8,5191.96,E
754,Tuner,843.81,5,886.0,C
755,Procesor,3764.75,12,4216.52,H
756,Uchwyt,4393.85,8,4745.36,D
757,Adapter,739.4,23,909.46,A
758,Mikser,3309.61,23,4070.82,F
759,Ładowarka,2324.56,5,2440.79,C
760,Zasilacz,3705.28,5,3890.54,G
761,Konwerter,3226.36,5,3387.68,F
762,Uchwyt,4906.46,23,6034.95,H
763,Ładowarka,2093.73,8,2261.23,F
764,Switch,886.27,12,992.62,E
765,Tuner,2134.54,5,2241.27,B
766,Webcam,916.13,8,989.42,E
767,Karta graficzna,1128.82,12,1264.28,A
768,Konsola,3991.96,8,4311.32,B
769,Monitor,1262.26,5,1325.37,G
770,Ładowarka,3328.1,8,3594.35,H
771,Lampa biurkowa,3962.57,23,4873.96,H
772,Smartband,3974.68,5,4173.41,E
773,Dysk,4033.38,8,4356.05,D
774,Tuner,296.89,5,311.73,H
775,Lodówka,2911.78,8,3144.72,H
776,Tablet,3280.76,5,3444.8,C
777,Telewizor,1542.37,5,1619.49,H
778,Klawiatura,1515.64,23,1864.24,B
779,Dysk,4970.03,12,5566.43,C
780,Ładowarka,2972.43,23,3656.09,B
781,Procesor,4981.02,5,5230.07,B
782,Mysz,3320.42,5,3486.44,G
783,Lokalizator,3232.22,23,3975.63,D
784,Kabel,874.48,12,979.42,A
785,Szkło hartowane,1302.29,23,1601.82,B
786,Antena,1713.92,8,1851.03,H
787,Wzmacniacz,2581.48,8,2788.0,H
788,Kabel,3151.86,23,3876.79,H
789,Klimatyzator,2572.56,23,3164.25,F
790,Ładowarka,165.75,8,179.01,D
791,Fotel,3545.41,8,3829.04,E
792,Uchwyt,4833.23,12,5413.22,E
793,Słuchawki,4684.23,5,4918.44,H
794,Ładowarka,1554.65,5,1632.38,G
795,Kamera,2931.65,23,3605.93,H
796,Projektor,2583.45,12,2893.46,E
797,Mikser,3623.86,12,4058.72,H
798,Drukarka,350.73,23,431.4,A
799,Toster,2448.71,12,2742.56,H
800,Pendrive,1504.09,23,1850.03,A
801,Klawiatura,857.13,5,899.99,B
802,Konsola,3730.94,12,4178.65,H
803,Webcam,1715.33,23,2109.86,F
804,SSD,3752.54,5,3940.17,E
805,Czajnik,1817.59,5,1908.47,C
806,Słuchawki,551.55,12,617.74,A
807,Mikser,596.51,5,626.34,H
808,Klimatyzator,777.61,23,956.46,E
809,Mysz,463.37,5,486.54,H
810,Robot kuchenny,2299.3,12,2575.22,E
811,Lokalizator,886.74,23,1090.69,A
812,Mysz,3760.74,23,4625.71,E
813,Powerbank,530.36,12,594.0,H
814,Switch,1988.51,8,2147.59,A
815,Mikrofon,1833.78,12,2053.83,H
816,Robot kuchenny,524.87,5,551.11,B
817,Pendrive,3654.17,23,4494.63,B
818,Soundbar,3946.83,8,4262.58,B
819,Mikser,3185.32,23,3917.94,C
820,Statyw,1575.62,12,1764.69,D
821,Gramofon,1884.36,5,1978.58,B
822,Equalizer,302.54,5,317.67,D
823,Odtwarzacz,4406.48,23,5419.97,A
824,Powerbank,910.63,12,1019.91,B
825,Filtr,3835.18,8,4141.99,H
826,Amplituner,2673.88,8,2887.79,D
827,Kamera,3787.02,12,4241.46,B
828,Tablet,3671.26,12,4111.81,D
829,Antena,1910.78,5,2006.32,E
830,Smartwatch,2210.98,5,2321.53,D
831,Płyta główna,1620.96,5,1702.01,F
832,Bindownica,4578.26,12,5127.65,D
833,Odkurzacz,2712.69,23,3336.61,E
834,Zasilacz,3214.76,23,3954.15,H
835,Subwoofer,2906.21,8,3138.71,G
836,Obudowa,2861.77,8,3090.71,E
837,SSD,2337.52,12,2618.02,D
838,Modem,3957.32,8,4273.91,C
839,Dysk external,1333.66,23,1640.4,D
840,Amplituner,622.3,12,696.98,C
841,Ładowarka,212.87,23,261.83,F
842,Statyw,1910.18,12,2139.4,H
843,Telewizor,4418.43,5,4639.35,G
844,Bindownica,2791.86,8,3015.21,C
845,Interfejs audio,4005.11,12,4485.72,E
846,Ładowarka,1470.11,8,1587.72,G
847,Telefon,2264.89,23,2785.81,E
848,Subwoofer,2808.64,12,3145.68,F
849,Soundbar,477.31,8,515.49,D
850,Kalkulator,2455.1,12,2749.71,H
851,Ładowarka,1973.17,8,2131.02,C
852,Niszczarka,4229.63,12,4737.19,F
853,Antena,3729.5,8,4027.86,H
854,Obiektyw,1365.33,5,1433.6,G
855,Karta graficzna,2950.54,5,3098.07,C
856,Pamięć RAM,1848.62,12,2070.45,B
857,Ładowarka,684.72,8,739.5,F
858,Statyw,2619.58,5,2750.56,B
859,Kalkulator,1040.51,8,1123.75,C
860,Mikser,2962.16,8,3199.13,B
861,Lodówka,697.5,23,857.92,C
862,Głośnik,3448.17,8,3724.02,D
863,Mysz,2500.71,8,2700.77,E
864,Kontroler,4052.49,8,4376.69,G
865,Pralka,3031.39,5,3182.96,F
866,Projektor,3332.99,23,4099.58,E
867,Mikrofon,753.72,8,814.02,B
868,Klimatyzator,1252.21,23,1540.22,F
869,Słuchawki,3737.75,5,3924.64,A
870,Słuchawki,298.37,12,334.17,C
871,Karta graficzna,4820.28,8,5205.9,B
872,Wzmacniacz,4185.47,8,4520.31,D
873,Statyw,3863.74,23,4752.4,B
874,Torba,3264.05,8,3525.17,E
875,Ładowarka,1608.51,23,1978.47,G
876,Torba,2448.72,23,3011.93,B
877,Konsola,2615.99,5,2746.79,A
878,Antena,80.23,5,84.24,C
879,Etui,2567.59,12,2875.7,E
880,Fotel,4172.62,12,4673.33,C
881,Wzmacniacz sygnału,1834.34,23,2256.24,C
882,Karta graficzna,3354.16,23,4125.62,E
883,Hub USB,4113.42,23,5059.51,B
884,Słuchawki,4030.65,23,4957.7,A
885,Powerbank,3928.55,23,4832.12,A
886,Tuner,2179.77,12,2441.34,B
887,Skaner,2530.83,5,2657.37,H
888,Hub USB,805.69,12,902.37,C
889,Uchwyt,461.49,8,498.41,A
890,Switch,1442.55,12,1615.66,E
891,Hub USB,2897.9,12,3245.65,H
892,Pendrive,4201.67,8,4537.8,G
893,Gramofon,4691.43,5,4926.0,G
894,Uchwyt,2679.97,23,3296.36,D
895,Uchwyt,4945.57,23,6083.05,D
896,Statyw,1179.5,23,1450.79,F
897,Nawigacja,2261.21,8,2442.11,C
898,Mikser,2859.03,12,3202.11,H
899,Smartband,320.93,23,394.74,D
900,Uchwyt,167.34,23,205.83,A
901,Niszczarka,1982.99,5,2082.14,F
902,Lodówka,1702.95,8,1839.19,C
903,Odtwarzacz,1246.51,8,1346.23,C
904,Wzmacniacz sygnału,1998.88,5,2098.82,H
905,Uchwyt,168.71,12,188.96,C
906,Mikser,2192.4,12,2455.49,A
907,Smartband,3297.78,12,3693.51,B
908,Telefon,614.47,5,645.19,B
909,Głośnik,3960.04,23,4870.85,D
910,Pendrive,4104.68,8,4433.05,H
911,Toster,729.9,23,897.78,F
912,Amplituner,1751.9,12,1962.13,G
913,Lodówka,2172.52,12,2433.22,E
914,Czajnik,797.72,12,893.45,H
915,Kamera,1498.23,5,1573.14,B
916,Ładowarka,1351.47,23,1662.31,F
917,Dysk external,1685.34,12,1887.58,H
918,Switch,2144.36,23,2637.56,G
919,Tablet,3846.4,8,4154.11,B
920,Konsola,3332.9,12,3732.85,E
921,Lampa,1691.62,23,2080.69,G
922,Słuchawki,4276.46,5,4490.28,B
923,Procesor,4894.85,23,6020.67,E
924,Statyw,2527.36,8,2729.55,G
925,Drukarka,4310.24,12,4827.47,B
926,Projektor,4913.48,23,6043.58,H
927,Uchwyt,3620.69,5,3801.72,G
928,Bindownica,1729.64,12,1937.2,G
929,Ładowarka,2327.16,8,2513.33,H
930,Procesor,4849.17,12,5431.07,G
931,Soundbar,2738.16,5,2875.07,B
932,Podkładka,3232.35,23,3975.79,E
933,Pendrive,3707.06,23,4559.68,B
934,Skaner,3370.9,12,3775.41,E
935,Kabel,4279.91,5,4493.91,D
936,Bindownica,4436.52,5,4658.35,D
937,Statyw,3663.46,8,3956.54,D
938,Laptop,1591.17,23,1957.14,D
939,Kabel,1529.11,5,1605.57,A
940,Torba,1157.28,23,1423.45,A
941,Lodówka,1744.41,8,1883.96,F
942,Smartwatch,3510.69,12,3931.97,A
943,Podkładka,3189.7,8,3444.88,D
944,Mysz,4052.95,8,4377.19,A
945,Wzmacniacz sygnału,1451.81,12,1626.03,H
946,Interfejs audio,2551.53,23,3138.38,G
947,Mikser,4304.49,12,4821.03,C
948,Laptop,3686.14,12,4128.48,B
949,Szkło hartowane,2686.86,5,2821.2,B
950,Konwerter,4291.15,8,4634.44,H
951,Karta pamięci,231.9,8,250.45,H
952,Klawiatura,189.82,12,212.6,F
953,Ładowarka,2231.42,5,2342.99,B
954,Dysk,3415.36,23,4200.89,D
955,Subwoofer,2243.72,5,2355.91,C
956,Antena,2073.95,8,2239.87,B
957,Wzmacniacz,2286.34,12,2560.7,D
958,Stacja dokująca,581.76,5,610.85,C
959,Soundbar,4663.5,8,5036.58,A
960,Podstawka,3955.14,8,4271.55,B
961,Klawiatura,1993.98,23,2452.6,D
962,Webcam,3560.38,5,3738.4,A
963,Uchwyt,1657.6,8,1790.21,B
964,Uchwyt,91.15,5,95.71,B
965,Klimatyzator,1866.56,23,2295.87,F
966,Projektor,4207.65,8,4544.26,H
967,Kabel,1667.42,8,1800.81,G
968,Kolumny,2834.1,5,2975.8,D
969,Czajnik,2910.66,5,3056.19,H
970,Mikrofon,1740.18,8,1879.39,G
971,SSD,789.16,8,852.29,G
972,Statyw,1856.51,8,2005.03,B
973,Odkurzacz,4902.59,8,5294.8,C
974,Kolumny,2646.4,23,3255.07,G
975,Podkładka,4044.2,12,4529.5,A
976,Kalkulator,4139.84,5,4346.83,C
977,Tuner,4469.54,5,4693.02,F
978,Webcam,3297.74,23,4056.22,D
979,Nawigacja,4593.75,23,5650.31,B
980,Mikrofon,2477.53,8,2675.73,D
981,Pamięć RAM,4662.87,5,4896.01,C
982,Amplituner,791.79,5,831.38,G
983,Lokalizator,915.45,5,961.22,F
984,Switch,732.7,23,901.22,A
985,Kontroler,505.08,5,530.33,C
986,Zasilacz,1208.05,8,1304.69,B
987,Płyta główna,2521.46,12,2824.04,C
988,Adapter,2177.95,23,2678.88,H
989,Zasilacz,1196.37,12,1339.93,A
990,Kino domowe,3436.18,23,4226.5,E
991,Słuchawki,3978.08,23,4893.04,C
992,Interfejs audio,3086.16,23,3795.98,D
993,Lampa,3391.32,12,3798.28,C
994,Zasilacz,4863.09,8,5252.14,A
995,Torba,3276.04,8,3538.12,F
996,Mikser,4421.13,8,4774.82,B
997,Smartband,1110.02,23,1365.32,F
998,Podkładka,3177.57,23,3908.41,B
999,Słuchawki,3157.28,23,3883.45,G
1000,Uchwyt,4959.04,23,6099.62,H
1001,Karta pamięci,3501.96,12,3922.2,G
1002,Powerbank,1927.37,12,2158.65,F
1003,Wzmacniacz sygnału,3254.52,5,3417.25,F
1004,Skaner,3824.43,23,4704.05,D
1005,Nawigacja,344.5,5,361.73,G
1006,Zmywarka,238.69,5,250.62,B
1007,Lampa,2561.72,5,2689.81,B
1008,Konwerter,4699.25,23,5780.08,F
1009,Torba,4812.1,12,5389.55,H
1010,Uchwyt,841.92,23,1035.56,H
1011,Pamięć RAM,764.22,23,939.99,G
1012,Mikser,2318.01,12,2596.17,E
1013,Hub USB,4087.18,12,4577.64,F
1014,Lampa biurkowa,3635.64,5,3817.42,E
1015,Klimatyzator,2180.04,23,2681.45,F
1016,Laptop,1550.32,5,1627.84,D
1017,Słuchawki,813.61,12,911.24,H
1018,Uchwyt,3005.38,12,3366.03,A
1019,Smartband,4027.8,12,4511.14,A
1020,Słuchawki,1532.87,23,1885.43,G
1021,Płyta główna,260.37,5,273.39,B
1022,Hub USB,1198.95,8,1294.87,B
1023,Robot kuchenny,3475.6,8,3753.65,F
1024,Konsola,4075.26,23,5012.57,E
1025,Lokalizator,2154.16,12,2412.66,B
1026,Mikrofon,775.58,12,868.65,E
1027,Głośnik,255.97,23,314.84,F
1028,Powerbank,1964.43,5,2062.65,F
1029,Subwoofer,3162.24,8,3415.22,H
1030,Klawiatura,4489.7,8,4848.88,H
1031,Gramofon,4466.08,23,5493.28,C
1032,Karta graficzna,2608.07,5,2738.47,D
1033,Wzmacniacz,419.38,5,440.35,H
1034,Lodówka,251.2,12,281.34,H
1035,Router,4672.9,8,5046.73,G
1036,Smartwatch,1883.95,8,2034.67,D
1037,Interfejs audio,1654.74,8,1787.12,D
1038,Filtr,4814.42,12,5392.15,D
1039,Pralka,568.48,12,636.7,H
1040,Torba,2508.83,5,2634.27,E
1041,Lokalizator,440.61,12,493.48,H
1042,Odkurzacz,1955.47,12,2190.13,F
1043,Powerbank,4335.25,12,4855.48,H
1044,Konsola,3460.65,23,4256.6,B
1045,Dysk external,4401.81,12,4930.03,B
1046,Głośnik,1394.11,12,1561.4,E
1047,Uchwyt,1628.27,5,1709.68,B
1048,Konwerter,3006.4,5,3156.72,C
1049,Soundbar,4961.27,12,5556.62,A
1050,Ładowarka,4680.15,8,5054.56,B
1051,Konwerter,441.47,5,463.54,C
1052,Lokalizator,2687.41,8,2902.4,G
1053,Kontroler,3053.96,8,3298.28,H
1054,Ładowarka,1412.24,23,1737.06,G
1055,Skaner,1034.97,5,1086.72,G
1056,Głośnik,2133.5,5,2240.18,C
1057,Procesor,886.04,23,1089.83,C
1058,Lodówka,2389.01,23,2938.48,G
1059,Robot kuchenny,1187.77,8,1282.79,D
1060,Ładowarka,4211.73,12,4717.14,C
1061,Amplituner,3842.57,12,4303.68,G
1062,Klawiatura,4194.51,23,5159.25,G
1063,Obudowa,1327.78,8,1434.0,F
1064,Pendrive,554.07,8,598.4,F
1065,Procesor,3717.7,8,4015.12,F
1066,Router,1338.37,5,1405.29,G
1067,Router,2419.37,8,2612.92,F
1068,Adapter,3785.21,23,4655.81,D
1069,Switch,2578.85,12,2888.31,C
1070,Karta pamięci,4442.21,23,5463.92,D
1071,Odtwarzacz,2998.23,5,3148.14,F
1072,Ładowarka,1626.77,8,1756.91,D
1073,Fotel,3922.04,12,4392.68,G
1074,Monitor,4599.88,8,4967.87,F
1075,Soundbar,937.18,8,1012.15,D
1076,Dysk,928.04,5,974.44,H
1077,Robot kuchenny,3606.1,12,4038.83,H
1078,Mikrofon,2171.83,12,2432.45,E
1079,Zasilacz,4911.79,8,5304.73,A
1080,Mysz,2992.18,8,3231.55,C
1081,Słuchawki,4219.92,12,4726.31,D
1082,Adapter,3031.6,5,3183.18,C
1083,Procesor,3222.39,5,3383.51,F
1084,Toster,2538.24,5,2665.15,F
1085,Pralka,3660.18,8,3952.99,F
1086,Adapter,743.84,23,914.92,F
1087,Smartband,3633.26,12,4069.25,F
1088,Klawiatura,4822.58,12,5401.29,E
1089,Ładowarka,3911.73,8,4224.67,A
1090,Fotel,1290.5,5,1355.03,F
1091,Pralka,2347.01,8,2534.77,G
1092,Ładowarka,2131.88,5,2238.47,E
1093,Pendrive,1499.24,8,1619.18,G
1094,Interfejs audio,3998.69,5,4198.62,H
1095,Karta graficzna,3128.17,8,3378.42,B
1096,Etui,1314.38,8,1419.53,D
1097,Lokalizator,1453.68,12,1628.12,F
1098,Kontroler,4170.04,12,4670.44,E
1099,Odkurzacz,2574.99,5,2703.74,B
1100,Torba,4192.61,8,4528.02,F
1101,Drukarka,1888.76,5,1983.2,C
1102,Kamera,4766.39,8,5147.7,G
1103,Zasilacz,2994.07,5,3143.77,D
1104,Soundbar,4648.64,5,4881.07,D
1105,Konsola,2844.56,5,2986.79,C
1106,Aparat,4627.37,23,5691.67,G
1107,Odkurzacz,3643.94,5,3826.14,H
1108,Słuchawki,1233.33,5,1295.0,F
1109,Kabel,2070.56,12,2319.03,A
1110,Podstawka,67.66,8,73.07,H
1111,Dysk,1675.37,8,1809.4,D
1112,Telefon,3548.76,23,4364.97,B
1113,Robot kuchenny,781.44,8,843.96,A
1114,Telefon,4159.61,5,4367.59,F
1115,Filtr,3847.5,12,4309.2,D
1116,Zasilacz,1486.28,5,1560.59,E
1117,Kabel,3056.96,8,3301.52,H
1118,Płyta główna,276.15,8,298.24,A
1119,Subwoofer,2217.81,8,2395.23,A
1120,Dysk external,4734.24,5,4970.95,G
1121,Equalizer,4573.51,12,5122.33,B
1122,Obiektyw,4715.11,23,5799.59,F
1123,Gramofon,3905.37,12,4374.01,D
1124,Głośnik,4422.88,5,4644.02,H
1125,Mikser,4530.31,5,4756.83,B
1126,Smartband,367.05,12,411.1,F
1127,Zmywarka,2959.55,8,3196.31,A
1128,Robot kuchenny,3577.28,12,4006.55,F
1129,Mikser,425.98,8,460.06,A
1130,Czajnik,1997.22,5,2097.08,A
1131,Uchwyt,568.75,8,614.25,A
1132,Podstawka,425.27,23,523.08,G
1133,Skaner,3825.08,23,4704.85,C
1134,Adapter,4221.58,5,4432.66,G
1135,Podkładka,3182.56,8,3437.16,H
1136,Filtr,1310.24,23,1611.6,H
1137,Słuchawki,2141.59,8,2312.92,C
1138,Ładowarka,2757.52,8,2978.12,G
1139,SSD,1369.39,5,1437.86,H
1140,Smartband,2199.82,8,2375.81,F
1141,Nawigacja,2841.94,23,3495.59,H
1142,Toster,3437.1,5,3608.95,D
1143,Mysz,192.09,23,236.27,C
1144,Obudowa,1972.71,5,2071.35,D
1145,Lampa biurkowa,376.95,12,422.18,F
1146,Lodówka,4101.25,23,5044.54,E
1147,Lampa,4310.6,23,5302.04,A
1148,Telewizor,968.04,12,1084.2,G
1149,Wzmacniacz sygnału,3058.42,5,3211.34,G
1150,Uchwyt,1789.35,23,2200.9,A
1151,Czajnik,56.64,8,61.17,F
1152,Lampa biurkowa,919.07,12,1029.36,E
1153,Uchwyt,3326.93,23,4092.12,F
1154,Klimatyzator,1212.9,23,1491.87,B
1155,Klimatyzator,4656.72,12,5215.53,H
1156,Bindownica,937.86,8,1012.89,H
1157,Toster,192.08,8,207.45,D
1158,Torba,4965.87,12,5561.77,D
1159,Torba,2791.27,5,2930.83,E
1160,Uchwyt,3261.61,23,4011.78,C
1161,Telefon,700.93,5,735.98,E
1162,Podstawka,3013.33,23,3706.4,H
1163,Obudowa,148.51,23,182.67,B
1164,Soundbar,1051.72,23,1293.62,G
1165,Amplituner,4728.02,12,5295.38,A
1166,Adapter,108.39,5,113.81,H
1167,Wzmacniacz sygnału,2482.18,8,2680.75,C
1168,Mikrofon,4161.7,23,5118.89,F
1169,Niszczarka,1211.73,23,1490.43,H
1170,Kontroler,961.54,23,1182.69,D
1171,Mysz,155.43,8,167.86,G
1172,Kabel,3526.61,12,3949.8,E
1173,SSD,3739.66,23,4599.78,B
1174,Obiektyw,1060.58,8,1145.43,D
1175,Dysk external,2515.54,5,2641.32,A
1176,Mikser,2411.1,12,2700.43,B
1177,SSD,2990.23,5,3139.74,E
1178,Torba,3685.6,5,3869.88,H
1179,Interfejs audio,431.72,23,531.02,A
1180,Hub USB,4483.37,23,5514.55,G
1181,Pralka,4028.46,12,4511.88,E
1182,Obiektyw,2303.44,8,2487.72,A
1183,Procesor,4410.91,12,4940.22,G
1184,Karta graficzna,4698.74,8,5074.64,H
1185,Tuner,1156.0,23,1421.88,G
1186,Stacja dokująca,4713.15,8,5090.2,D
1187,Konwerter,2433.15,8,2627.8,E
1188,Klawiatura,4239.87,5,4451.86,G
1189,Projektor,777.72,5,816.61,F
1190,Uchwyt,697.74,12,781.47,E
1191,Equalizer,2027.46,5,2128.83,F
1192,Torba,2797.49,5,2937.36,E
1193,Odkurzacz,1698.05,12,1901.82,B
1194,Soundbar,3292.32,5,3456.94,G
1195,Zasilacz,803.06,5,843.21,E
1196,Tuner,4126.87,12,4622.09,E
1197,Pamięć RAM,2864.73,5,3007.97,H
1198,Projektor,3564.63,8,3849.8,A
1199,Dysk external,2112.69,8,2281.71,D
1200,Uchwyt,2438.99,12,2731.67,F
1201,Ładowarka,1873.56,23,2304.48,B
1202,Lodówka,3359.22,23,4131.84,B
1203,Statyw,552.15,8,596.32,H
1204,Mysz,2777.9,12,3111.25,A
1205,Obudowa,3215.53,5,3376.31,C
1206,Lodówka,1773.48,5,1862.15,F
1207,Smartwatch,4914.19,12,5503.89,A
1208,Wzmacniacz,1985.79,12,2224.08,B
1209,Zmywarka,4892.71,23,6018.03,F
1210,Pendrive,3050.39,5,3202.91,G
1211,Płyta główna,2637.94,23,3244.67,A
1212,Obudowa,2894.32,8,3125.87,C
1213,Pamięć RAM,4021.67,12,4504.27,B
1214,SSD,116.44,8,125.76,F
1215,Pralka,2127.43,23,2616.74,A
1216,Kamera,2761.47,23,3396.61,C
1217,Tablet,4992.98,5,5242.63,A
1218,SSD,1423.69,12,1594.53,A
1219,Konwerter,3371.27,12,3775.82,B
1220,Klawiatura,256.61,8,277.14,E
1221,Słuchawki,1614.55,23,1985.9,F
1222,Mikser,2996.91,23,3686.2,B
1223,Zasilacz,3413.05,23,4198.05,C
1224,Pralka,2483.65,12,2781.69,C
1225,Interfejs audio,4977.67,8,5375.88,G
1226,Kino domowe,3097.79,23,3810.28,E
1227,Głośnik,338.51,8,365.59,B
1228,Kabel,3979.76,23,4895.1,B
1229,Monitor,2541.35,5,2668.42,H
1230,Lampa biurkowa,3759.17,8,4059.9,H
1231,Etui,1806.66,12,2023.46,C
1232,Monitor,4888.63,8,5279.72,C
1233,Aparat,1934.94,23,2379.98,G
1234,Bindownica,3205.6,5,3365.88,D
1235,Mikser,3521.36,5,3697.43,F
1236,Ładowarka,1066.86,12,1194.88,H
1237,Lampa biurkowa,1241.59,23,1527.16,F
1238,Podstawka,4642.66,8,5014.07,D
1239,Lokalizator,2023.49,8,2185.37,H
1240,Modem,4333.65,23,5330.39,E
1241,Obudowa,946.06,12,1059.59,E
1242,Filtr,3958.0,23,4868.34,C
1243,Mikser,2835.62,12,3175.89,A
1244,Pamięć RAM,3201.41,23,3937.73,D
1245,Mysz,1088.42,23,1338.76,A
1246,Odtwarzacz,3192.47,23,3926.74,A
1247,Mikrofon,3877.45,12,4342.74,B
1248,Klawiatura,504.48,12,565.02,D
1249,Monitor,4619.99,8,4989.59,G
1250,Konsola,712.62,23,876.52,F
1251,Powerbank,4818.58,5,5059.51,H
1252,Robot kuchenny,77.11,12,86.36,E
1253,Dysk,1196.05,12,1339.58,D
1254,Kolumny,3029.6,8,3271.97,H
1255,Pamięć RAM,226.91,12,254.14,G
1256,Webcam,3764.86,5,3953.1,B
1257,Hub USB,3667.3,23,4510.78,A
1258,Smartwatch,950.15,12,1064.17,C
1259,Lampa biurkowa,414.09,23,509.33,C
1260,Uchwyt,2297.63,8,2481.44,C
1261,Obudowa,4687.07,8,5062.04,A
1262,Toster,4284.11,5,4498.32,E
1263,Odkurzacz,281.43,5,295.5,E
